S
100
0,1,21.0
0,3,27.0
0,4,14.0
0,5,24.0
0,6,11.0
0,8,19.0
0,9,10.0
0,11,29.0
0,12,23.0
0,15,19.0
0,16,24.0
0,17,11.0
0,18,29.0
0,19,18.0
0,20,19.0
0,21,25.0
0,22,19.0
0,23,19.0
0,24,15.0
0,25,24.0
0,26,24.0
0,29,21.0
0,30,15.0
0,32,21.0
0,34,21.0
0,38,28.0
0,39,23.0
0,40,19.0
0,41,30.0
0,42,15.0
0,44,26.0
0,48,30.0
0,49,26.0
0,50,22.0
0,51,27.0
0,52,13.0
0,53,26.0
0,54,11.0
0,55,14.0
0,56,29.0
0,57,10.0
0,58,30.0
0,59,12.0
0,60,24.0
0,62,18.0
0,63,10.0
0,64,15.0
0,65,15.0
0,67,29.0
0,68,24.0
0,69,21.0
0,70,11.0
0,71,14.0
0,72,25.0
0,74,17.0
0,76,15.0
0,77,29.0
0,78,23.0
0,79,27.0
0,80,18.0
0,83,14.0
0,84,22.0
0,85,18.0
0,86,13.0
0,87,21.0
0,89,16.0
0,92,30.0
0,93,12.0
0,97,13.0
0,98,23.0
0,99,19.0
1,2,28.0
1,3,12.0
1,6,29.0
1,7,22.0
1,8,24.0
1,9,22.0
1,11,28.0
1,12,11.0
1,13,18.0
1,14,30.0
1,15,24.0
1,18,22.0
1,19,14.0
1,22,30.0
1,23,30.0
1,25,30.0
1,26,25.0
1,27,23.0
1,28,14.0
1,29,21.0
1,31,14.0
1,35,25.0
1,36,24.0
1,40,27.0
1,41,15.0
1,42,12.0
1,43,20.0
1,44,28.0
1,46,26.0
1,47,21.0
1,48,14.0
1,50,21.0
1,51,14.0
1,52,10.0
1,54,29.0
1,55,21.0
1,56,29.0
1,57,16.0
1,59,28.0
1,61,19.0
1,62,28.0
1,63,11.0
1,64,30.0
1,65,13.0
1,67,27.0
1,68,26.0
1,70,28.0
1,74,29.0
1,75,24.0
1,76,23.0
1,77,28.0
1,78,22.0
1,82,11.0
1,83,13.0
1,85,10.0
1,86,18.0
1,87,21.0
1,89,25.0
1,94,26.0
1,95,17.0
1,96,24.0
1,97,24.0
1,99,11.0
2,3,29.0
2,4,12.0
2,10,22.0
2,11,27.0
2,12,11.0
2,15,15.0
2,16,22.0
2,20,17.0
2,21,23.0
2,22,30.0
2,23,12.0
2,25,27.0
2,29,19.0
2,30,15.0
2,33,12.0
2,34,13.0
2,41,29.0
2,43,19.0
2,49,19.0
2,52,30.0
2,53,15.0
2,54,27.0
2,55,13.0
2,57,18.0
2,58,19.0
2,59,21.0
2,60,20.0
2,61,26.0
2,62,30.0
2,64,13.0
2,66,12.0
2,67,22.0
2,69,21.0
2,70,20.0
2,73,22.0
2,75,23.0
2,76,27.0
2,79,12.0
2,80,12.0
2,81,23.0
2,82,21.0
2,84,10.0
2,89,30.0
2,92,29.0
2,93,25.0
2,95,29.0
2,96,10.0
2,97,18.0
2,99,11.0
3,2,11.0
3,4,25.0
3,5,29.0
3,6,22.0
3,9,30.0
3,10,23.0
3,12,27.0
3,13,20.0
3,14,17.0
3,16,10.0
3,19,21.0
3,20,28.0
3,21,16.0
3,22,16.0
3,24,19.0
3,25,26.0
3,26,10.0
3,27,29.0
3,28,20.0
3,29,17.0
3,30,16.0
3,31,28.0
3,34,28.0
3,37,18.0
3,38,14.0
3,39,22.0
3,41,11.0
3,42,23.0
3,49,30.0
3,50,28.0
3,51,23.0
3,54,19.0
3,55,25.0
3,56,21.0
3,58,11.0
3,60,13.0
3,62,25.0
3,64,26.0
3,65,27.0
3,66,18.0
3,67,15.0
3,68,12.0
3,69,15.0
3,71,21.0
3,73,21.0
3,75,11.0
3,76,24.0
3,77,22.0
3,78,13.0
3,79,12.0
3,81,19.0
3,82,23.0
3,83,20.0
3,84,10.0
3,85,11.0
3,86,13.0
3,87,14.0
3,88,25.0
3,89,24.0
3,92,17.0
3,93,19.0
3,94,23.0
3,95,28.0
3,96,28.0
3,97,30.0
3,98,18.0
3,99,13.0
4,3,16.0
4,5,13.0
4,6,20.0
4,7,30.0
4,9,25.0
4,11,16.0
4,12,19.0
4,13,18.0
4,14,13.0
4,15,16.0
4,16,29.0
4,18,24.0
4,19,21.0
4,20,29.0
4,21,11.0
4,22,18.0
4,23,16.0
4,25,21.0
4,26,30.0
4,27,23.0
4,28,10.0
4,31,11.0
4,32,19.0
4,33,12.0
4,34,17.0
4,35,10.0
4,36,29.0
4,37,14.0
4,38,15.0
4,39,13.0
4,42,28.0
4,43,23.0
4,44,12.0
4,45,17.0
4,46,10.0
4,47,13.0
4,48,11.0
4,49,16.0
4,50,17.0
4,51,10.0
4,54,18.0
4,55,20.0
4,56,20.0
4,57,22.0
4,58,25.0
4,59,28.0
4,60,27.0
4,61,21.0
4,63,18.0
4,65,18.0
4,66,26.0
4,67,16.0
4,68,23.0
4,69,17.0
4,70,27.0
4,71,10.0
4,73,27.0
4,74,29.0
4,76,10.0
4,77,12.0
4,78,24.0
4,79,24.0
4,80,14.0
4,81,10.0
4,82,16.0
4,83,22.0
4,84,16.0
4,87,29.0
4,89,22.0
4,91,29.0
4,92,26.0
4,93,21.0
4,96,15.0
4,97,16.0
4,98,14.0
5,6,12.0
5,7,25.0
5,8,23.0
5,9,15.0
5,10,19.0
5,11,27.0
5,13,15.0
5,16,26.0
5,17,30.0
5,18,28.0
5,19,13.0
5,20,18.0
5,23,30.0
5,24,22.0
5,25,27.0
5,26,25.0
5,27,23.0
5,30,28.0
5,32,11.0
5,33,17.0
5,34,27.0
5,36,20.0
5,39,20.0
5,40,19.0
5,42,16.0
5,43,16.0
5,44,14.0
5,46,19.0
5,47,24.0
5,48,16.0
5,49,17.0
5,52,22.0
5,53,15.0
5,54,12.0
5,55,21.0
5,56,12.0
5,57,11.0
5,62,21.0
5,65,27.0
5,67,27.0
5,68,22.0
5,69,16.0
5,70,13.0
5,72,20.0
5,73,22.0
5,74,15.0
5,75,23.0
5,76,26.0
