S
100
0	10	0	0	10	22	22	0	29	20	11	30	10	29	0	26	14	0	23	0	18	28	10	14	0	18	12	0	0	11	22	12	0	11	0	22	29	12	19	0	20	20	17	0	17	16	21	11	10	30	11	11	18	24	26	0	0	10	23	19	24	24	17	30	19	0	0	28	14	0	25	22	25	0	16	0	11	22	15	0	29	20	17	14	24	17	27	17	19	0	0	11	0	0	0	13	10	22	18	21
0	0	26	17	22	11	12	25	27	13	26	30	28	13	23	17	0	0	22	0	0	0	0	18	27	20	30	16	13	11	27	0	14	13	0	10	13	24	0	16	12	18	11	22	0	29	0	0	10	13	26	30	0	23	0	13	14	18	16	16	20	25	0	18	0	0	14	0	16	0	12	0	15	0	23	10	17	20	0	13	19	0	0	15	12	26	0	27	15	0	12	0	25	11	0	27	15	0	17	24
0	0	0	30	0	0	14	0	0	0	0	0	0	0	24	25	0	25	0	11	10	25	0	0	18	0	0	22	29	0	11	30	12	27	27	0	30	11	0	0	13	0	26	0	22	14	24	22	16	19	16	29	18	0	0	12	22	21	0	0	0	13	28	14	0	0	17	23	29	14	10	0	19	17	0	0	0	24	0	26	28	23	0	28	26	23	17	0	0	0	12	0	10	0	0	20	30	0	27	0
0	0	0	0	22	0	23	17	0	25	0	0	25	0	0	17	0	14	21	10	0	0	0	0	0	0	0	0	0	26	0	0	20	23	26	17	0	12	10	13	0	23	0	11	25	30	30	0	25	21	12	16	0	0	24	10	0	19	25	28	27	0	16	0	0	11	0	26	10	19	28	19	0	0	19	0	0	19	19	18	0	29	0	0	0	0	0	16	0	20	18	15	13	23	0	10	19	29	18	0
0	0	0	0	0	0	0	23	11	0	10	0	22	23	21	15	16	0	0	0	0	0	12	28	0	0	0	18	14	24	0	0	25	12	24	0	0	0	0	12	0	29	0	27	11	23	0	22	11	10	18	0	0	21	23	20	26	17	0	0	0	0	25	0	0	0	0	0	0	0	22	25	28	21	29	0	27	11	0	0	0	30	0	14	20	0	0	0	11	0	21	11	16	13	20	0	25	26	15	0
0	0	0	0	0	0	0	0	19	24	25	10	12	30	0	0	30	11	0	11	0	0	0	0	13	0	29	0	27	0	20	25	0	27	0	0	0	0	24	20	22	11	0	22	30	0	0	0	0	13	0	25	25	17	28	0	23	29	0	0	27	22	16	25	22	17	22	0	17	24	0	0	0	0	0	18	0	0	17	17	0	0	0	13	0	23	10	0	10	0	24	0	18	0	0	18	0	26	17	23
0	0	0	0	0	0	0	0	0	22	18	30	0	12	18	0	24	0	27	0	15	21	0	15	0	15	26	15	26	17	0	0	0	24	0	0	0	23	19	14	0	14	0	22	21	14	25	0	0	21	17	0	27	25	25	30	30	0	0	18	27	0	0	0	0	29	0	0	0	27	22	0	0	30	22	0	0	0	0	20	27	16	24	29	25	17	15	30	0	18	13	21	19	18	0	12	20	0	0	13
0	0	0	0	0	0	0	0	29	29	11	10	29	13	0	0	26	29	0	0	0	0	27	15	30	0	20	16	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	19	23	0	0	14	0	23	21	30	0	30	14	0	29	29	24	0	0	29	0	0	23	0	29	28	0	0	11	0	0	0	10	0	17	0	27	0	0	0	24	0	0	18	10	0	21	12	29	0	18	0	0
0	0	0	0	0	0	0	0	0	22	25	0	0	16	22	29	0	0	0	29	16	20	17	25	26	23	16	0	24	0	15	23	26	15	10	14	13	16	27	15	24	16	29	23	0	21	27	22	27	24	15	10	0	0	0	11	0	29	15	0	0	12	0	15	20	30	30	11	0	10	0	28	24	0	15	0	22	0	0	30	15	12	0	20	0	20	0	18	12	0	22	13	0	22	21	0	21	13	0	15
0	0	0	0	0	0	0	0	0	0	26	22	24	30	0	0	0	20	26	0	0	16	27	11	0	0	17	10	11	0	0	24	30	0	26	16	0	23	0	16	17	0	0	28	0	28	20	28	0	29	27	20	26	0	0	20	0	14	17	29	21	12	27	0	0	12	20	0	0	28	0	15	0	11	17	10	24	24	27	0	0	0	23	19	12	19	30	22	13	0	0	23	18	0	10	13	13	30	0	10
0	0	0	0	0	0	0	0	0	0	0	12	13	22	14	15	18	28	0	15	12	12	0	29	28	0	28	0	27	24	10	22	24	0	19	29	29	14	0	10	16	10	16	0	0	26	0	14	14	12	26	14	19	12	22	23	11	13	0	0	11	27	0	20	19	29	15	0	0	10	22	0	12	16	27	0	19	0	21	15	17	0	0	0	16	28	27	0	0	30	24	24	12	0	0	10	28	28	0	26
0	0	0	0	0	0	0	0	0	0	0	0	17	19	30	19	0	17	22	0	10	18	0	0	22	0	28	0	24	0	0	0	29	19	0	27	12	0	0	15	0	27	19	30	0	25	14	0	29	0	0	18	26	0	0	25	0	0	17	30	0	21	0	25	28	17	14	0	20	23	23	22	0	0	0	19	0	25	25	0	10	18	0	0	0	13	11	17	0	20	14	0	0	15	0	24	28	0	0	16
0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	29	20	24	24	22	25	23	29	23	24	0	13	16	25	0	10	30	26	22	11	11	23	30	10	21	0	13	26	0	0	25	0	0	0	25	26	29	0	23	16	0	16	25	0	11	20	24	28	19	22	14	25	0	30	30	0	17	16	0	11	12	17	0	28	28	0	11	17	27	14	26	0	0	10	0	22	13	17	24	29	30	12	30	14	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	19	27	18	10	30	25	28	29	23	27	17	0	0	15	23	22	21	0	11	11	17	0	20	29	0	19	0	0	0	30	14	16	0	28	29	21	19	0	19	10	25	19	16	10	26	28	0	23	11	23	17	10	0	19	0	0	0	29	14	12	0	12	0	22	13	27	30	24	17	19	0	0	0	17	0	21	28	0	15	0	0	0	0	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	23	22	28	11	0	28	21	18	27	25	16	0	23	12	13	0	0	0	26	0	0	0	16	18	0	14	30	30	15	18	10	0	27	0	0	19	15	0	10	29	0	29	0	22	27	25	0	18	0	24	19	0	26	28	10	22	0	30	16	0	29	26	10	26	22	23	12	24	0	0	25	21	19	20	23	18	0	0	25	23	28	30	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	27	22	22	0	19	20	25	11	0	0	15	28	28	0	11	15	14	25	11	0	15	28	17	14	22	0	0	25	28	11	16	0	0	25	13	16	20	16	24	25	28	29	27	20	27	19	27	28	25	16	0	14	0	26	21	29	15	14	28	0	17	25	25	21	25	23	30	0	25	11	0	19	0	0	10	0	27	20	21	14	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	29	11	21	0	22	22	0	26	10	21	30	14	0	22	20	25	10	13	20	22	22	0	17	17	19	26	0	26	11	18	0	0	0	24	17	29	10	29	25	22	18	0	20	17	19	12	0	30	18	24	24	0	0	15	27	10	26	26	24	21	0	27	17	24	0	24	0	28	0	12	0	0	23	0	30	24	0	12	0	13	0	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	13	23	14	0	0	0	0	0	20	26	0	29	0	0	0	0	18	0	0	0	19	20	25	15	0	0	15	0	27	0	12	10	18	25	30	0	17	0	28	10	11	0	0	0	22	0	0	14	17	0	15	10	30	0	0	0	0	0	0	14	0	0	0	0	10	0	11	21	0	0	0	0	24	0	0	0	29	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	23	0	10	16	16	12	0	27	10	22	0	26	0	0	21	0	16	0	0	0	0	0	23	10	0	20	18	0	0	18	0	0	0	0	0	0	26	27	0	29	23	0	0	0	13	0	0	14	21	13	0	15	0	12	0	11	0	0	0	17	0	0	27	18	23	22	16	28	13	27	28	21	15	27	0	13	12	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	16	0	18	0	13	15	0	0	0	10	16	0	0	16	11	14	21	12	0	19	12	18	0	10	17	0	0	0	0	0	21	29	0	17	21	0	0	0	10	11	22	0	28	15	19	0	26	23	15	0	21	17	0	27	10	13	24	23	0	0	30	16	16	18	15	28	0	12	0	13	25	30	16	13	25	0
